"threshold","percentile_sum","cumulative_sum"
0.0721,9597,1820167
0.0722,9170,1810570
0.0723,9246,1801400
0.0724,9465,1792154
0.0725,8827,1782689
0.0726,8873,1773862
0.0727,8731,1764989
0.0728,9112,1756258
0.0729,9259,1747146
0.073,8749,1737887
0.0731,8502,1729138
0.0732,8622,1720636
0.0733,8568,1712014
0.0734,8507,1703446
0.0735,8827,1694939
0.0736,8460,1686112
0.0737,8548,1677652
0.0738,7980,1669104
0.0739,7973,1661124
0.074,7789,1653151
0.0741,8401,1645362
0.0742,8123,1636961
0.0743,7777,1628838
0.0744,8097,1621061
0.0745,7824,1612964
0.0746,7740,1605140
0.0747,7556,1597400
0.0748,7512,1589844
0.0749,7645,1582332
0.075,7512,1574687
0.0751,7599,1567175
0.0752,7432,1559576
0.0753,7240,1552144
0.0754,7220,1544904
0.0755,7121,1537684
0.0756,7454,1530563
0.0757,7221,1523109
0.0758,7117,1515888
0.0759,6897,1508771
0.076,7193,1501874
0.0761,7021,1494681
0.0762,7049,1487660
0.0763,7078,1480611
0.0764,6857,1473533
0.0765,6900,1466676
0.0766,6779,1459776
0.0767,6940,1452997
0.0768,6476,1446057
0.0769,6616,1439581
0.077,6603,1432965
0.0771,6892,1426362
0.0772,6807,1419470
0.0773,6290,1412663
0.0774,6304,1406373
0.0775,6288,1400069
0.0776,6214,1393781
0.0777,6396,1387567
0.0778,6263,1381171
0.0779,6377,1374908
0.078,6322,1368531
0.0781,1362209,1362209
