"threshold","percentile_sum","cumulative_sum"
0.6201,46016,60628269
0.62,46435,60674704
0.6199,45961,60720665
0.6198,45485,60766150
0.6197,45197,60811347
0.6196,45717,60857064
0.6195,46073,60903137
0.6194,46085,60949222
0.6193,45798,60995020
0.6192,45985,61041005
0.6191,45739,61086744
0.619,46454,61133198
0.6189,46510,61179708
0.6188,46402,61226110
0.6187,46787,61272897
0.6186,45660,61318557
0.6185,45280,61363837
0.6184,45993,61409830
0.6183,45900,61455730
0.6182,45487,61501217
0.6181,45727,61546944
0.618,45440,61592384
0.6179,46047,61638431
0.6178,46310,61684741
0.6177,46313,61731054
0.6176,45686,61776740
0.6175,46326,61823066
0.6174,46307,61869373
0.6173,45575,61914948
0.6172,46229,61961177
0.6171,46021,62007198
0.617,45793,62052991
0.6169,45942,62098933
0.6168,47266,62146199
0.6167,46645,62192844
0.6166,46335,62239179
0.6165,45965,62285144
0.6164,46888,62332032
0.6163,46419,62378451
0.6162,45856,62424307
0.6161,45904,62470211
0.616,46671,62516882
0.6159,46757,62563639
0.6158,46188,62609827
0.6157,46379,62656206
0.6156,45481,62701687
0.6155,46358,62748045
0.6154,46138,62794183
0.6153,46385,62840568
0.6152,46777,62887345
0.6151,46615,62933960
0.615,46365,62980325
0.6149,45972,63026297
0.6148,46144,63072441
0.6147,46637,63119078
0.6146,46448,63165526
0.6145,46647,63212173
0.6144,46751,63258924
0.6143,46490,63305414
0.6142,46594,63352008
0.6141,46504,63398512
0.614,47136,63445648
0.6139,46269,63491917
0.6138,46341,63538258
0.6137,46867,63585125
0.6136,46229,63631354
0.6135,46872,63678226
0.6134,46696,63724922
0.6133,46453,63771375
0.6132,46567,63817942
0.6131,45723,63863665
0.613,46735,63910400
0.6129,46847,63957247
0.6128,46275,64003522
0.6127,46661,64050183
0.6126,45733,64095916
0.6125,45601,64141517
0.6124,46543,64188060
0.6123,46610,64234670
0.6122,46646,64281316
0.6121,46050,64327366
0.612,46703,64374069
0.6119,46630,64420699
0.6118,46699,64467398
0.6117,46820,64514218
0.6116,47062,64561280
0.6115,45875,64607155
0.6114,46546,64653701
0.6113,46426,64700127
0.6112,47116,64747243
0.6111,46333,64793576
0.611,46471,64840047
0.6109,47143,64887190
0.6108,47077,64934267
0.6107,46483,64980750
0.6106,47106,65027856
0.6105,46738,65074594
0.6104,46413,65121007
0.6103,46503,65167510
0.6102,46674,65214184
0.6101,46521,65260705
0.61,46902,65307607
0.6099,46159,65353766
0.6098,46995,65400761
0.6097,47182,65447943
0.6096,46890,65494833
0.6095,47404,65542237
0.6094,47173,65589410
0.6093,46696,65636106
0.6092,47017,65683123
0.6091,47134,65730257
0.609,47279,65777536
0.6089,47426,65824962
0.6088,46916,65871878
0.6087,47634,65919512
0.6086,46666,65966178
0.6085,47298,66013476
0.6084,46927,66060403
0.6083,46214,66106617
0.6082,47190,66153807
0.6081,47314,66201121
0.608,46301,66247422
0.6079,46923,66294345
0.6078,46735,66341080
0.6077,46796,66387876
0.6076,46845,66434721
0.6075,46890,66481611
0.6074,46651,66528262
0.6073,47304,66575566
0.6072,46257,66621823
0.6071,47309,66669132
0.607,46416,66715548
0.6069,46744,66762292
0.6068,47114,66809406
0.6067,47167,66856573
0.6066,46755,66903328
0.6065,47053,66950381
0.6064,47678,66998059
0.6063,47573,67045632
0.6062,46804,67092436
0.6061,47318,67139754
0.606,47480,67187234
0.6059,47381,67234615
0.6058,47824,67282439
0.6057,47149,67329588
0.6056,47310,67376898
0.6055,47044,67423942
0.6054,47082,67471024
0.6053,47381,67518405
0.6052,47251,67565656
0.6051,46904,67612560
0.605,47468,67660028
0.6049,47391,67707419
0.6048,47968,67755387
0.6047,46743,67802130
0.6046,47051,67849181
0.6045,46671,67895852
0.6044,46906,67942758
0.6043,47720,67990478
0.6042,47127,68037605
0.6041,46684,68084289
0.604,47547,68131836
0.6039,48031,68179867
0.6038,47103,68226970
0.6037,47983,68274953
0.6036,47435,68322388
0.6035,47955,68370343
0.6034,48148,68418491
0.6033,47614,68466105
0.6032,48254,68514359
0.6031,47503,68561862
0.603,47974,68609836
0.6029,47368,68657204
0.6028,48223,68705427
0.6027,47669,68753096
0.6026,47788,68800884
0.6025,47842,68848726
0.6024,47480,68896206
0.6023,47789,68943995
0.6022,48060,68992055
0.6021,47764,69039819
0.602,47838,69087657
0.6019,47263,69134920
0.6018,47621,69182541
0.6017,47596,69230137
0.6016,48061,69278198
0.6015,47583,69325781
0.6014,47917,69373698
0.6013,48329,69422027
0.6012,47412,69469439
0.6011,48131,69517570
0.601,48163,69565733
0.6009,47799,69613532
0.6008,47488,69661020
0.6007,47650,69708670
0.6006,47866,69756536
0.6005,47939,69804475
0.6004,47978,69852453
0.6003,47664,69900117
0.6002,48480,69948597
0.6001,48499,69997096
0.6,47878,70044974
0.5999,47761,70092735
0.5998,48199,70140934
0.5997,47239,70188173
0.5996,47859,70236032
0.5995,47590,70283622
0.5994,47664,70331286
0.5993,48188,70379474
0.5992,47677,70427151
0.5991,47312,70474463
0.599,47938,70522401
0.5989,47116,70569517
0.5988,47704,70617221
0.5987,47563,70664784
0.5986,48065,70712849
0.5985,47571,70760420
0.5984,47787,70808207
0.5983,48318,70856525
0.5982,48159,70904684
0.5981,48217,70952901
0.598,48446,71001347
0.5979,47960,71049307
0.5978,47878,71097185
0.5977,47396,71144581
0.5976,47765,71192346
0.5975,48137,71240483
0.5974,48225,71288708
0.5973,48556,71337264
0.5972,48079,71385343
0.5971,48422,71433765
0.597,48790,71482555
0.5969,47951,71530506
0.5968,48337,71578843
0.5967,48131,71626974
0.5966,47783,71674757
0.5965,47929,71722686
0.5964,48645,71771331
0.5963,48404,71819735
0.5962,48594,71868329
0.5961,47736,71916065
0.596,48408,71964473
0.5959,48246,72012719
0.5958,48475,72061194
0.5957,47988,72109182
0.5956,48130,72157312
0.5955,47539,72204851
0.5954,47736,72252587
0.5953,47840,72300427
0.5952,48980,72349407
0.5951,48182,72397589
0.595,48226,72445815
0.5949,48158,72493973
0.5948,48763,72542736
0.5947,48726,72591462
0.5946,47457,72638919
0.5945,48757,72687676
0.5944,48044,72735720
0.5943,48543,72784263
0.5942,48769,72833032
0.5941,48956,72881988
0.594,48469,72930457
0.5939,48961,72979418
0.5938,48937,73028355
0.5937,48196,73076551
0.5936,48103,73124654
0.5935,49163,73173817
0.5934,48139,73221956
0.5933,48335,73270291
0.5932,48875,73319166
0.5931,48928,73368094
0.593,48507,73416601
0.5929,48348,73464949
0.5928,48871,73513820
0.5927,48679,73562499
0.5926,48707,73611206
0.5925,49052,73660258
0.5924,49047,73709305
0.5923,48457,73757762
0.5922,48577,73806339
0.5921,48645,73854984
0.592,48886,73903870
0.5919,48754,73952624
0.5918,48340,74000964
0.5917,48406,74049370
0.5916,48722,74098092
0.5915,48642,74146734
0.5914,48442,74195176
0.5913,48748,74243924
0.5912,48813,74292737
0.5911,48572,74341309
0.591,48516,74389825
0.5909,48290,74438115
0.5908,48964,74487079
0.5907,49056,74536135
0.5906,48882,74585017
0.5905,48569,74633586
0.5904,49247,74682833
0.5903,48844,74731677
0.5902,48840,74780517
0.5901,49078,74829595
0.59,49204,74878799
0.5899,48959,74927758
0.5898,49426,74977184
0.5897,49564,75026748
0.5896,49858,75076606
0.5895,48895,75125501
0.5894,48745,75174246
0.5893,49339,75223585
0.5892,49287,75272872
0.5891,48322,75321194
0.589,49697,75370891
0.5889,49351,75420242
0.5888,49375,75469617
0.5887,49031,75518648
0.5886,49179,75567827
0.5885,49436,75617263
0.5884,48911,75666174
0.5883,49808,75715982
0.5882,49756,75765738
0.5881,49648,75815386
0.588,48536,75863922
0.5879,49802,75913724
0.5878,49358,75963082
0.5877,49306,76012388
0.5876,49323,76061711
0.5875,48992,76110703
0.5874,49700,76160403
0.5873,49414,76209817
0.5872,49329,76259146
0.5871,49308,76308454
0.587,49610,76358064
0.5869,49047,76407111
0.5868,49327,76456438
0.5867,49537,76505975
0.5866,49431,76555406
0.5865,49610,76605016
0.5864,49688,76654704
0.5863,50221,76704925
0.5862,49340,76754265
0.5861,49973,76804238
0.586,49079,76853317
0.5859,49267,76902584
0.5858,49183,76951767
0.5857,49596,77001363
0.5856,49495,77050858
0.5855,49792,77100650
0.5854,49505,77150155
0.5853,49891,77200046
0.5852,49979,77250025
0.5851,49649,77299674
0.585,49769,77349443
0.5849,49028,77398471
0.5848,49320,77447791
0.5847,49370,77497161
0.5846,49939,77547100
0.5845,49797,77596897
0.5844,49848,77646745
0.5843,49481,77696226
0.5842,50267,77746493
0.5841,50595,77797088
0.584,50213,77847301
0.5839,49523,77896824
0.5838,49656,77946480
0.5837,50661,77997141
0.5836,50403,78047544
0.5835,50503,78098047
0.5834,49826,78147873
0.5833,49781,78197654
0.5832,49565,78247219
0.5831,50116,78297335
0.583,50595,78347930
0.5829,50131,78398061
0.5828,50641,78448702
0.5827,50378,78499080
0.5826,49842,78548922
0.5825,50560,78599482
0.5824,49555,78649037
0.5823,49308,78698345
0.5822,50170,78748515
0.5821,50697,78799212
0.582,49797,78849009
0.5819,49772,78898781
0.5818,49386,78948167
0.5817,50510,78998677
0.5816,50940,79049617
0.5815,49983,79099600
0.5814,50239,79149839
0.5813,50323,79200162
0.5812,49943,79250105
0.5811,50811,79300916
0.581,50719,79351635
0.5809,50343,79401978
0.5808,50414,79452392
0.5807,50184,79502576
0.5806,50246,79552822
0.5805,50013,79602835
0.5804,50433,79653268
0.5803,50150,79703418
0.5802,50128,79753546
0.5801,50869,79804415
0.58,50067,79854482
0.5799,50694,79905176
0.5798,50840,79956016
0.5797,50248,80006264
0.5796,50222,80056486
0.5795,50391,80106877
0.5794,50773,80157650
0.5793,50077,80207727
0.5792,50206,80257933
0.5791,50550,80308483
0.579,50646,80359129
0.5789,50743,80409872
0.5788,50411,80460283
0.5787,50504,80510787
0.5786,51030,80561817
0.5785,51078,80612895
0.5784,50107,80663002
0.5783,50405,80713407
0.5782,50517,80763924
0.5781,51120,80815044
0.578,49777,80864821
0.5779,50466,80915287
0.5778,50853,80966140
0.5777,50617,81016757
0.5776,50918,81067675
0.5775,50850,81118525
0.5774,50880,81169405
0.5773,50800,81220205
0.5772,51158,81271363
0.5771,50471,81321834
0.577,50669,81372503
0.5769,50707,81423210
0.5768,50590,81473800
0.5767,51240,81525040
0.5766,51540,81576580
0.5765,51596,81628176
0.5764,50780,81678956
0.5763,50800,81729756
0.5762,51609,81781365
0.5761,50727,81832092
0.576,51102,81883194
0.5759,50900,81934094
0.5758,51559,81985653
0.5757,50468,82036121
0.5756,51451,82087572
0.5755,51474,82139046
0.5754,51166,82190212
0.5753,51305,82241517
0.5752,51457,82292974
0.5751,51860,82344834
0.575,50991,82395825
0.5749,50702,82446527
0.5748,50621,82497148
0.5747,51140,82548288
0.5746,51358,82599646
0.5745,51281,82650927
0.5744,51629,82702556
0.5743,51355,82753911
0.5742,51557,82805468
0.5741,50912,82856380
0.574,50394,82906774
0.5739,51397,82958171
0.5738,51331,83009502
0.5737,50706,83060208
0.5736,51692,83111900
0.5735,52167,83164067
0.5734,51761,83215828
0.5733,50976,83266804
0.5732,51419,83318223
0.5731,51393,83369616
0.573,51682,83421298
0.5729,51684,83472982
0.5728,51842,83524824
0.5727,51307,83576131
0.5726,51317,83627448
0.5725,50918,83678366
0.5724,51648,83730014
0.5723,51940,83781954
0.5722,52366,83834320
0.5721,51858,83886178
0.572,51666,83937844
0.5719,51788,83989632
0.5718,51687,84041319
0.5717,51917,84093236
0.5716,52110,84145346
0.5715,52322,84197668
0.5714,51711,84249379
0.5713,52210,84301589
0.5712,50990,84352579
0.5711,51733,84404312
0.571,50627,84454939
0.5709,51324,84506263
0.5708,51360,84557623
0.5707,51857,84609480
0.5706,51643,84661123
0.5705,51910,84713033
0.5704,52348,84765381
0.5703,52398,84817779
0.5702,51610,84869389
0.5701,51328,84920717
0.57,52009,84972726
0.5699,52283,85025009
0.5698,51670,85076679
0.5697,51388,85128067
0.5696,52330,85180397
0.5695,51974,85232371
0.5694,53023,85285394
0.5693,52167,85337561
0.5692,51679,85389240
0.5691,51938,85441178
0.569,52296,85493474
0.5689,51746,85545220
0.5688,51385,85596605
0.5687,51859,85648464
0.5686,52639,85701103
0.5685,52627,85753730
0.5684,52224,85805954
0.5683,52502,85858456
0.5682,52441,85910897
0.5681,52151,85963048
0.568,52031,86015079
0.5679,51987,86067066
0.5678,52691,86119757
0.5677,52629,86172386
0.5676,52867,86225253
0.5675,51819,86277072
0.5674,51824,86328896
0.5673,51757,86380653
0.5672,52404,86433057
0.5671,52202,86485259
0.567,52348,86537607
0.5669,53206,86590813
0.5668,52370,86643183
0.5667,52076,86695259
0.5666,52597,86747856
0.5665,52697,86800553
0.5664,52117,86852670
0.5663,53332,86906002
0.5662,52792,86958794
0.5661,51605,87010399
0.566,52935,87063334
