"SCORE_THRESHOLD","AUDIENCE_SIZE","VERIFIED_PATIENTS","AQ_SCORE","INCREMENTAL_AQ_SCORE","PERCENT_POPULATION","PERCENT_PATIENTS","THRESHOLD_3X","PREVALENCE","MODEL_POWER_INDEX","TRUE_POSITIVE","FALSE_POSITIVE","TRUE_NEGATIVE","FALSE_NEGATIVE"
0.0225000000,19314900,74150,0.0038390000,0.0000000000,4.3115000000,96.9915000000,0.0005120000,0.0001710000,22.4502923980,74150.0000000000,19240750.0000000000,428672250.0000000000,2300.0000000000
0.0224000000,19499000,74150,0.0038030000,0.0000000000,4.3526000000,96.9915000000,0.0005120000,0.0001710000,22.2397660820,74150.0000000000,19424850.0000000000,428488150.0000000000,2300.0000000000
0.0223000000,19683300,74200,0.0037700000,0.0002710000,4.3937000000,97.0569000000,0.0005120000,0.0001710000,22.0467836260,74200.0000000000,19609100.0000000000,428303900.0000000000,2250.0000000000
0.0222000000,19869400,74200,0.0037340000,0.0000000000,4.4352000000,97.0569000000,0.0005120000,0.0001710000,21.8362573100,74200.0000000000,19795200.0000000000,428117800.0000000000,2250.0000000000
0.0221000000,20058050,74200,0.0036990000,0.0000000000,4.4773000000,97.0569000000,0.0005120000,0.0001710000,21.6315789470,74200.0000000000,19983850.0000000000,427929150.0000000000,2250.0000000000
0.0220000000,20248450,74200,0.0036640000,0.0000000000,4.5198000000,97.0569000000,0.0005120000,0.0001710000,21.4269005850,74200.0000000000,20174250.0000000000,427738750.0000000000,2250.0000000000
0.0219000000,20442650,74200,0.0036300000,0.0000000000,4.5632000000,97.0569000000,0.0005120000,0.0001710000,21.2280701750,74200.0000000000,20368450.0000000000,427544550.0000000000,2250.0000000000
0.0218000000,20638450,74250,0.0035980000,0.0002550000,4.6069000000,97.1223000000,0.0005120000,0.0001710000,21.0409356730,74250.0000000000,20564200.0000000000,427348800.0000000000,2200.0000000000
0.0217000000,20836000,74250,0.0035640000,0.0000000000,4.6510000000,97.1223000000,0.0005120000,0.0001710000,20.8421052630,74250.0000000000,20761750.0000000000,427151250.0000000000,2200.0000000000
0.0216000000,21035600,74250,0.0035300000,0.0000000000,4.6956000000,97.1223000000,0.0005120000,0.0001710000,20.6432748540,74250.0000000000,20961350.0000000000,426951650.0000000000,2200.0000000000
0.0215000000,21237750,74300,0.0034980000,0.0002470000,4.7407000000,97.1877000000,0.0005120000,0.0001710000,20.4561403510,74300.0000000000,21163450.0000000000,426749550.0000000000,2150.0000000000
0.0214000000,21442050,74300,0.0034650000,0.0000000000,4.7863000000,97.1877000000,0.0005120000,0.0001710000,20.2631578950,74300.0000000000,21367750.0000000000,426545250.0000000000,2150.0000000000
0.0213000000,21648950,74300,0.0034320000,0.0000000000,4.8325000000,97.1877000000,0.0005120000,0.0001710000,20.0701754390,74300.0000000000,21574650.0000000000,426338350.0000000000,2150.0000000000
0.0212000000,21857150,74300,0.0033990000,0.0000000000,4.8789000000,97.1877000000,0.0005120000,0.0001710000,19.8771929820,74300.0000000000,21782850.0000000000,426130150.0000000000,2150.0000000000
0.0211000000,22068250,74350,0.0033690000,0.0002370000,4.9261000000,97.2531000000,0.0005120000,0.0001710000,19.7017543860,74350.0000000000,21993900.0000000000,425919100.0000000000,2100.0000000000
0.0210000000,22282450,74350,0.0033370000,0.0000000000,4.9739000000,97.2531000000,0.0005120000,0.0001710000,19.5146198830,74350.0000000000,22208100.0000000000,425704900.0000000000,2100.0000000000
0.0209000000,22498250,74350,0.0033050000,0.0000000000,5.0220000000,97.2531000000,0.0005120000,0.0001710000,19.3274853800,74350.0000000000,22423900.0000000000,425489100.0000000000,2100.0000000000
0.0208000000,22715550,74350,0.0032730000,0.0000000000,5.0706000000,97.2531000000,0.0005120000,0.0001710000,19.1403508770,74350.0000000000,22641200.0000000000,425271800.0000000000,2100.0000000000
0.0207000000,22937300,74400,0.0032440000,0.0002250000,5.1201000000,97.3185000000,0.0005120000,0.0001710000,18.9707602340,74400.0000000000,22862900.0000000000,425050100.0000000000,2050.0000000000
