"threshold","percentile_sum","cumulative_sum"
0.0216,991316,140040471
0.0215,1003379,141043850
0.0214,1007050,142050900
0.0213,1015605,143066505
0.0212,1025647,144092152
0.0211,1033431,145125583
0.021,1046882,146172465
0.0209,1048092,147220557
0.0208,1061436,148281993
0.0207,1067144,149349137
0.0206,1078622,150427759
0.0205,1088548,151516307
0.0204,1097383,152613690
0.0203,1109835,153723525
0.0202,1116829,154840354
0.0201,1125575,155965929
0.02,1135664,157101593
0.0199,1142292,158243885
0.0198,1158449,159402334
0.0197,1164681,160567015
0.0196,1172081,161739096
0.0195,1186796,162925892
0.0194,1195358,164121250
0.0193,1206082,165327332
0.0192,1217574,166544906
0.0191,1228274,167773180
0.019,1239083,169012263
0.0189,1248674,170260937
0.0188,1260449,171521386
0.0187,1272241,172793627
0.0186,1290428,174084055
0.0185,1296221,175380276
0.0184,1309556,176689832
0.0183,1319079,178008911
0.0182,1330969,179339880
0.0181,1347334,180687214
0.018,1361242,182048456
0.0179,1366883,183415339
0.0178,1385464,184800803
0.0177,1394603,186195406
0.0176,1406024,187601430
0.0175,1429610,189031040
0.0174,1445366,190476406
0.0173,1453366,191929772
0.0172,1466007,193395779
0.0171,1490573,194886352
0.017,1492092,196378444
0.0169,1506125,197884569
0.0168,1520559,199405128
0.0167,1542428,200947556
0.0166,1554613,202502169
0.0165,1569049,204071218
0.0164,1579975,205651193
0.0163,1599171,207250364
0.0162,1611327,208861691
0.0161,1623779,210485470
0.016,1644648,212130118
0.0159,1659995,213790113
0.0158,1680074,215470187
0.0157,1697782,217167969
0.0156,1711469,218879438
0.0155,1726834,220606272
0.0154,1754232,222360504
0.0153,1780076,224140580
0.0152,1780605,225921185
0.0151,1800754,227721939
0.015,1815391,229537330
0.0149,1836171,231373501
0.0148,1857638,233231139
0.0147,1877603,235108742
0.0146,1895265,237004007
0.0145,1908020,238912027
0.0144,1933333,240845360
0.0143,1958676,242804036
0.0142,1976850,244780886
0.0141,1996506,246777392
0.014,2013938,248791330
0.0139,2041691,250833021
0.0138,2060335,252893356
0.0137,2084910,254978266
0.0136,2102956,257081222
0.0135,2125688,259206910
0.0134,2154966,261361876
0.0133,2176023,263537899
0.0132,2201781,265739680
0.0131,2230123,267969803
0.013,2255609,270225412
0.0129,3339929,273565341
0.0128,2302098,275867439
0.0127,2336501,278203940
0.0126,2359455,280563395
0.0125,2455600,283018995
0.0124,2424105,285443100
0.0123,2425068,287868168
0.0122,2457249,290325417
0.0121,2485082,292810499
0.012,2507035,295317534
0.0119,2533147,297850681
0.0118,2559663,300410344
0.0117,2587979,302998323
0.0116,2621849,305620172
0.0115,2648233,308268405
0.0114,2673722,310942127
0.0113,2709565,313651692
0.0112,2732509,316384201
0.0111,2768684,319152885
0.011,2800930,321953815
0.0109,2842547,324796362
0.0108,2867508,327663870
0.0107,2902115,330565985
0.0106,2946148,333512133
0.0105,2976342,336488475
0.0104,3020984,339509459
0.0103,3035879,342545338
0.0102,3068022,345613360
0.0101,3108273,348721633
0.01,3144485,351866118
0.0099,3175873,355041991
0.0098,3223345,358265336
0.0097,3257308,361522644
0.0096,3287275,364809919
0.0095,3331706,368141625
0.0094,3361489,371503114
0.0093,3395007,374898121
0.0092,3441748,378339869
0.0091,3484576,381824445
0.009,3518354,385342799
0.0089,3559899,388902698
0.0088,3598978,392501676
0.0087,3639728,396141404
0.0086,3681440,399822844
0.0085,3724669,403547513
0.0084,3768118,407315631
0.0083,3810018,411125649
0.0082,3849226,414974875
0.0081,3884640,418859515
0.008,3928968,422788483
0.0079,3975744,426764227
0.0078,4016158,430780385
0.0077,4056861,434837246
0.0076,4098312,438935558
0.0075,4142123,443077681
0.0074,4190126,447267807
0.0073,4242886,451510693
0.0072,4294876,455805569
0.0071,4420990,460226559
0.007,4455030,464681589
0.0069,4736487,469418076
0.0068,4412927,473831003
0.0067,4422535,478253538
0.0066,4394902,482648440
0.0065,4402608,487051048
0.0064,4417735,491468783
0.0063,4442715,495911498
0.0062,4456265,500367763
0.0061,4481534,504849297
0.006,4520005,509369302
0.0059,4518255,513887557
0.0058,4549877,518437434
0.0057,4522203,522959637
0.0056,4522792,527482429
0.0055,4527685,532010114
0.0054,4529542,536539656
0.0053,4530134,541069790
0.0052,4534206,545603996
0.0051,4592468,550196464
0.005,4535552,554732016
0.0049,4528414,559260430
0.0048,4509493,563769923
0.0047,4508638,568278561
0.0046,4505185,572783746
0.0045,4477924,577261670
0.0044,4447654,581709324
0.0043,4423782,586133106
0.0042,4405228,590538334
0.0041,4382626,594920960
0.004,4378318,599299278
0.0039,4300764,603600042
0.0038,4261967,607862009
0.0037,4180912,612042921
0.0036,4118229,616161150
0.0035,4059917,620221067
0.0034,3994751,624215818
0.0033,3933447,628149265
0.0032,3864313,632013578
0.0031,3782638,635796216
0.003,3700643,639496859
0.0029,3614972,643111831
0.0028,3522725,646634556
0.0027,3418582,650053138
0.0026,3316262,653369400
0.0025,3205934,656575334
0.0024,3098284,659673618
0.0023,2983698,662657316
0.0022,2875337,665532653
0.0021,2769680,668302333
0.002,2662493,670964826
0.0019,2556239,673521065
0.0018,2452611,675973676
0.0017,2356912,678330588
0.0016,2243635,680574223
0.0015,2115849,682690072
0.0014,1953947,684644019
0.0013,1750773,686394792
0.0012,1498511,687893303
0.0011,1209103,689102406
0.001,907857,690010263
0.0009,627146,690637409
0.0008,398007,691035416
0.0007,227532,691262948
0.0006,115768,691378716
0.0005,52548,691431264
0.0004,19276,691450540
0.0003,5595,691456135
0.0002,1021,691457156
0.0001,28,691457184
